logg,Teff,Z,xi,u,Filt,Met,Mod
5,5000,0,2,0.3798,H ,L,P
3.5,5200,0,2,0.3569,H ,L,P
4,5200,0,2,0.3642,H ,L,P
4.5,5200,0,2,0.3652,H ,L,P
5,5200,0,2,0.367,H ,L,P
3.5,5400,0,2,0.3431,H ,L,P
4,5400,0,2,0.3512,H ,L,P
4.5,5400,0,2,0.3525,H ,L,P
5,5400,0,2,0.3547,H ,L,P
3.5,5600,0,2,0.3301,H ,L,P
4,5600,0,2,0.3389,H ,L,P
4.5,5600,0,2,0.3402,H ,L,P
5,5600,0,2,0.3401,H ,L,P
3.5,5800,0,2,0.3179,H ,L,P
4,5800,0,2,0.3272,H ,L,P
4.5,5800,0,2,0.3287,H ,L,P
5,5800,0,2,0.3293,H ,L,P
3.5,7000,0,2,0.2573,H ,L,P
4,7000,0,2,0.2727,H ,L,P
4.5,7000,0,2,0.2729,H ,L,P
5,7000,0,2,0.2754,H ,L,P
3.5,7200,0,2,0.2493,H ,L,P
4,7200,0,2,0.264,H ,L,P
4.5,7200,0,2,0.265,H ,L,P
5,7200,0,2,0.2676,H ,L,P
3.5,7400,0,2,0.2435,H ,L,P
4,7400,0,2,0.2582,H ,L,P
4.5,7400,0,2,0.2574,H ,L,P
5,7400,0,2,0.26,H ,L,P
3.5,7600,0,2,0.2355,H ,L,P
4,7600,0,2,0.2503,H ,L,P
4.5,7600,0,2,0.25,H ,L,P
5,7600,0,2,0.2526,H ,L,P
3.5,7800,0,2,0.2282,H ,L,P
4,7800,0,2,0.243,H ,L,P
4.5,7800,0,2,0.2449,H ,L,P
5,7800,0,2,0.2455,H ,L,P
3.5,8000,0,2,0.2208,H ,L,P
4,8000,0,2,0.236,H ,L,P
4.5,8000,0,2,0.2372,H ,L,P
5,8000,0,2,0.24,H ,L,P
3.5,8200,0,2,0.2141,H ,L,P
4,8200,0,2,0.2288,H ,L,P
4.5,8200,0,2,0.23,H ,L,P
5,8200,0,2,0.2333,H ,L,P
3.5,8400,0,2,0.2111,H ,L,P
4,8400,0,2,0.2278,H ,L,P
4.5,8400,0,2,0.2229,H ,L,P
5,8400,0,2,0.2263,H ,L,P
3.5,8600,0,2,0.2069,H ,L,P
4,8600,0,2,0.2172,H ,L,P
4.5,8600,0,2,0.2162,H ,L,P
5,8600,0,2,0.2197,H ,L,P
3.5,8800,0,2,0.2024,H ,L,P
4,8800,0,2,0.2079,H ,L,P
4.5,8800,0,2,0.2126,H ,L,P
5,8800,0,2,0.2129,H ,L,P
3.5,9000,0,2,0.2036,H ,L,P
4,9000,0,2,0.2022,H ,L,P
4.5,9000,0,2,0.198,H ,L,P
5,9000,0,2,0.202,H ,L,P
3.5,9200,0,2,0.199,H ,L,P
4,9200,0,2,0.2018,H ,L,P
4.5,9200,0,2,0.1943,H ,L,P
5,9200,0,2,0.1961,H ,L,P
3.5,9400,0,2,0.1974,H ,L,P
4,9400,0,2,0.1995,H ,L,P
4.5,9400,0,2,0.1904,H ,L,P
5,9400,0,2,0.1888,H ,L,P
3.5,9600,0,2,0.194,H ,L,P
4,9600,0,2,0.1953,H ,L,P
4.5,9600,0,2,0.1868,H ,L,P
5,9600,0,2,0.1844,H ,L,P
3.5,9800,0,2,0.1936,H ,L,P
4,9800,0,2,0.1931,H ,L,P
4.5,9800,0,2,0.1847,H ,L,P
5,9800,0,2,0.1813,H ,L,P
